"date_time","filename","sampling_rate","bit","duration","channels","index","fft_w","min_freq","max_freq","j","left_channel","right_channel","aru","year","month","day","hour","min","second","date","time","obs_time","temperature","humidity","pressure","windspeed","winddir","emissivity","cloudcover","netlong","uplong","downlong","rad_dni","rad_dif","szenith","timezone","relh"
2021-05-17 07:00:00,"20210517_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1814.99297934145,"NA ","aru01","2021","05","17","07","00","00","2021-05-17","07:00:00",2021-05-17 12:00:00,17.846292366729,0.012434,90453,2.5982701877518,149.375593683179,0.838421402907848,19.0106139885593,0.259474195038685,1.46493443942966,1.20546024439098,0,0.00941438879409478,89.3863973846277,"UTC",90.6323998209806
2021-05-17 08:00:00,"20210517_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1818.33948894391,"NA ","aru01","2021","05","17","08","00","00","2021-05-17","08:00:00",2021-05-17 13:00:00,18.1954144843599,0.0125980364199795,90461.4347929265,2.44391520573192,150.880754648719,0.836777125242142,15.0060390864212,0.277125728648652,1.4719773078612,1.19485157921255,0.125061496644047,0.587859869039554,77.601642818268,"UTC",89.8283170390923
2021-05-17 09:00:00,"20210517_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1817.4025412048,"NA ","aru01","2021","05","17","09","00","00","2021-05-17","09:00:00",2021-05-17 14:00:00,18.8153103154637,0.0128428252072553,90489.9541064464,2.45097565253386,150.554064788521,0.831410181621648,10.2960966421603,0.299086163736243,1.48454505579195,1.1854588920557,0.521404744254132,1.1817101319944,65.4771117646866,"UTC",88.0926272481634
2021-05-17 10:00:00,"20210517_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1817.20280074094,"NA ","aru01","2021","05","17","10","00","00","2021-05-17","10:00:00",2021-05-17 15:00:00,19.6871405714452,0.0131198411603613,90528.3141122367,2.59161698846379,148.366905454547,0.822876582012978,5.1,0.324755467458832,1.5023564872956,1.17760101983677,1.51389505736348,1.36463449828173,53.265778690146,"UTC",85.2492378690357
2021-05-17 11:00:00,"20210517_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1815.46225651068,"NA ","aru01","2021","05","17","11","00","00","2021-05-17","11:00:00",2021-05-17 16:00:00,20.7044449938965,0.0133805590778315,90566.2709819744,2.84529896973839,144.776078091589,0.81173233638274,0,0.352689607511906,1.523342029173,1.17065242166109,2.75722133694877,0.941362711035194,41.290408620632,"UTC",81.6558434004575
2021-05-17 12:00:00,"20210517_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1814.12043771999,"NA ","aru01","2021","05","17","12","00","00","2021-05-17","12:00:00",2021-05-17 17:00:00,21.6941881748571,0.0135764537581998,90593.5808873366,3.19560247444226,140.346838280908,0.798533454697545,0,0.379177500115042,1.54396927285649,1.16479177274145,3.22244828500571,0.681418077902484,30.1830395844135,"UTC",77.9773850556245
2021-05-18 05:00:00,"20210518_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1813.97536884944,"NA ","aru01","2021","05","18","05","00","00","2021-05-18","05:00:00",2021-05-18 10:00:00,15.0279524862149,0.0133337447775427,90436.4470939117,4.34135674593517,118.981191213957,0.916426600843193,40.4485750944757,0.190086061427033,1.40900122944838,1.21891516802135,0,0,110.476234727355,"UTC",100
2021-05-18 06:00:00,"20210518_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1815.84528741991,"NA ","aru01","2021","05","18","06","00","00","2021-05-18","06:00:00",2021-05-18 11:00:00,14.85,0.0132918467865283,90410.8183971495,4.16509443450482,122.674977384385,0.897917729709128,32.471870034335,0.206566649071749,1.4055241678848,1.19895751881305,0,0,100.358099389424,"UTC",100
2021-05-18 07:00:00,"20210518_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1815.20194760493,"NA ","aru01","2021","05","18","07","00","00","2021-05-18","07:00:00",2021-05-18 12:00:00,17.3767864452541,0.013337,90393,3.94252922208164,126.283056418178,0.880029855936413,26.4292734071975,0.228250093675644,1.45550294323996,1.22725284956432,0,0.0131139444111647,89.2180062709302,"UTC",100
2021-05-18 08:00:00,"20210518_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1816.43055179069,"NA ","aru01","2021","05","18","08","00","00","2021-05-18","08:00:00",2021-05-18 13:00:00,17.9017026026898,0.0134953006944237,90387.1512224065,3.65097130609291,129.69735725673,0.865091628414369,22.0801718006828,0.242091863652795,1.46605054369293,1.22395868004013,0.0791270965828641,0.549651679708671,77.4470770674842,"UTC",97.8766140414535
2021-05-18 09:00:00,"20210518_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1816.56545579341,"NA ","aru01","2021","05","18","09","00","00","2021-05-18","09:00:00",2021-05-18 14:00:00,18.8366371224398,0.0137350604948372,90390.8556886675,3.31284654891521,132.888941299588,0.853032303683106,19.1839518024104,0.256274933323117,1.48497886178065,1.22870392845753,0.366252111260966,1.13357390051991,65.3295184448472,"UTC",93.9240817636488
2021-05-18 10:00:00,"20210518_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1815.24209215612,"NA ","aru01","2021","05","18","10","00","00","2021-05-18","10:00:00",2021-05-18 15:00:00,20.1450963639951,0.0140101448634209,90400.0530991701,2.96126945049449,135.688752337063,0.843181290195431,17.5,0.27185942984203,1.51177644638557,1.23991701654354,1.09524107155212,1.42920367003619,53.1166834895747,"UTC",88.3045090418372
2021-05-18 11:00:00,"20210518_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1816.8099338114,"NA ","aru01","2021","05","18","11","00","00","2021-05-18","11:00:00",2021-05-18 16:00:00,21.6913414475924,0.0142744192623556,90410.6831543016,2.62788520103367,137.670798594224,0.834867996404152,16.8132605264168,0.289191931395037,1.5439096454879,1.25471771409286,2.31875292937328,1.09359215013668,41.1273270090789,"UTC",81.7972629315777
2021-05-18 12:00:00,"20210518_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1820.41882694753,"NA ","aru01","2021","05","18","12","00","00","2021-05-18","12:00:00",2021-05-18 17:00:00,23.2717488658322,0.0144817491538217,90418.6855544491,2.344197561623,138.068997211751,0.827421830762079,17.0109076960087,0.306779950537229,1.57727938681897,1.27049943628175,3.15491831453809,0.695169679034866,29.9851090439972,"UTC",75.3773453833267
2021-05-28 09:00:00,"20210528_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1816.82888508743,"NA ","aru01","2021","05","28","09","00","00","2021-05-28","09:00:00",2021-05-28 14:00:00,22.8260861369919,0.0117635712940706,91061.1511756822,4.69660069927362,68.9885449310685,0.795801796777524,36.4604456933167,0.311845753937978,1.56781515607909,1.25596940214111,0.374417064850846,1.17163293291457,64.1221049604311,"UTC",63.4739251485483
2021-05-28 10:00:00,"20210528_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1816.15930828222,"NA ","aru01","2021","05","28","10","00","00","2021-05-28","10:00:00",2021-05-28 15:00:00,24.6639016964365,0.0118516551218635,91093.6120068384,4.76019904335017,70.611466512344,0.79956523299962,43.7,0.325022607240355,1.60711972765087,1.28209712041051,1.24717914162755,1.43522349744517,51.9107737585927,"UTC",57.263424640994
2021-05-28 11:00:00,"20210528_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1817.01648561619,"NA ","aru01","2021","05","28","11","00","00","2021-05-28","11:00:00",2021-05-28 16:00:00,26.8598008604798,0.0119277044781311,91128.2701698083,4.84638021783138,73.7478022738188,0.80151327676811,49.9392199712987,0.345393131036897,1.65504626070339,1.30965312966649,2.60344295887173,1.00940608606303,39.8090137731258,"UTC",50.608290194434
2021-05-28 12:00:00,"20210528_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,1813.939901196,"NA ","aru01","2021","05","28","12","00","00","2021-05-28","12:00:00",2021-05-28 17:00:00,29.0332152448286,0.0119860444188508,91156.5810417946,4.9386519966051,78.4889107421768,0.80109533146888,54.9045031334127,0.369768986815439,1.7035297322174,1.33376074540196,3.23169366862838,0.685646995935597,28.3541384316404,"UTC",44.8106573258539
2021-07-02 05:00:00,"20210702_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2340.18235989456,"NA ","aru01","2021","07","02","05","00","00","2021-07-02","05:00:00",2021-07-02 10:00:00,20.4803513598533,0.0161747137669722,91152.1384192656,1.95828685222667,69.5795604891948,0.947012264643587,92.57033435543,0.0616039662312404,1.5187005345756,1.45709656834436,0,0,106.158799576499,"UTC",100
2021-07-02 06:00:00,"20210702_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2156.49861279645,"NA ","aru01","2021","07","02","06","00","00","2021-07-02","06:00:00",2021-07-02 11:00:00,20.38998,0.01622753279935,91131.5527650319,2.28436283735814,70.810435410271,0.957074411891908,87.0702312774414,0.0731998240080618,1.51683174024175,1.44363191623369,0,0,96.8510128152127,"UTC",100
2021-07-02 07:00:00,"20210702_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2283.17721458877,"NA ","aru01","2021","07","02","07","00","00","2021-07-02","07:00:00",2021-07-02 12:00:00,21.5571996683051,0.016452,91131,2.50669733047646,71.0245377572764,0.96170117481203,81.3814185344691,0.0912211107198246,1.54110187785637,1.44988076713654,0,0.0653894760284242,86.3540801528604,"UTC",95.6898340547424
2021-07-02 08:00:00,"20210702_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2180.12443312326,"NA ","aru01","2021","07","02","08","00","00","2021-07-02","08:00:00",2021-07-02 13:00:00,21.9436539898163,0.0168511475347736,91157.536167423,2.58630346370574,70.0265966254157,0.959436396558288,76.3856238949481,0.110262731954962,1.54920127912898,1.43893854717402,0.00433280729332106,0.400656341491602,75.0561812057586,"UTC",95.7305417678053
2021-07-02 09:00:00,"20210702_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2457.05734704191,"NA ","aru01","2021","07","02","09","00","00","2021-07-02","09:00:00",2021-07-02 14:00:00,22.6358681958718,0.0173769521688897,91203.8794979236,2.55581151726486,68.2761570329503,0.951741632202135,72.9645751273135,0.128250600854888,1.56378862539995,1.43553802454506,0.0416096595961192,0.869192501143644,63.2360190681111,"UTC",94.6663659696115
2021-07-02 10:00:00,"20210702_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2688.91228128003,"NA ","aru01","2021","07","02","10","00","00","2021-07-02","10:00:00",2021-07-02 15:00:00,23.6057473448427,0.0179686268174094,91259.1637689667,2.46407962117498,66.3501679997616,0.940807864794305,72,0.141831754190411,1.58440032142242,1.442568567232,0.189441137397633,1.31718844137329,51.1113223356742,"UTC",92.3406954654765
2021-07-02 11:00:00,"20210702_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2585.25251375745,"NA ","aru01","2021","07","02","11","00","00","2021-07-02","11:00:00",2021-07-02 16:00:00,24.7373851832891,0.0185653843953937,91312.5227580171,2.35634962778875,64.9809210030048,0.928826077385531,74.034389009613,0.148165525712226,1.6087064968005,1.46054097108828,0.487721976939299,1.53889419401709,38.8989407848481,"UTC",89.1708141442754
2021-07-02 12:00:00,"20210702_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2524.33478939668,"NA ","aru01","2021","07","02","12","00","00","2021-07-02","12:00:00",2021-07-02 17:00:00,25.868695700308,0.0191064378179035,91353.0902425399,2.27521445859263,65.1545213843443,0.917987253026548,78.2532835654388,0.147974241144804,1.63328411340083,1.48530987225602,0.93642233379389,1.40979743724563,26.9502674285373,"UTC",85.8137078946149
2021-07-03 05:00:00,"20210703_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2214.28617357075,"NA ","aru01","2021","07","03","05","00","00","2021-07-03","05:00:00",2021-07-03 10:00:00,19.4994888438937,0.0153252112422595,91361.9085213161,0.83567729787134,123.132108905999,0.918738241018666,49.9205842968869,0.122420044468352,1.49850931242295,1.3760892679546,0,0,106.18084258109,"UTC",100
2021-07-03 06:00:00,"20210703_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2534.42206959521,"NA ","aru01","2021","07","03","06","00","00","2021-07-03","06:00:00",2021-07-03 11:00:00,19.49,0.0152949623599302,91345.729016359,0.877712077676521,135.235332569654,0.919888291651186,48.3070858404728,0.126868934996475,1.49831497168516,1.37144603668868,0,0,96.8779299803244,"UTC",100
2021-07-03 07:00:00,"20210703_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2506.92151235611,"NA ","aru01","2021","07","03","07","00","00","2021-07-03","07:00:00",2021-07-03 12:00:00,20.3733156082466,0.015503,91329,1.03597260632939,140.565056775829,0.919894739359158,46.6488914066673,0.134475033942235,1.51648732479362,1.38201229085138,0,0.0738812495412571,86.3844084510996,"UTC",97.2445708971691
2021-07-03 08:00:00,"20210703_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2498.06675525278,"NA ","aru01","2021","07","03","08","00","00","2021-07-03","08:00:00",2021-07-03 13:00:00,20.5799114098804,0.0159762840381809,91314.1472373066,1.2832791200277,139.786905391732,0.918305449653556,45.2353877713802,0.141929398989593,1.52076134087854,1.37883194188895,0.0116194542284137,0.451088751713638,75.0888426110623,"UTC",98.9004372501506
2021-07-03 09:00:00,"20210703_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2419.60814672837,"NA ","aru01","2021","07","03","09","00","00","2021-07-03","09:00:00",2021-07-03 14:00:00,20.9590980229648,0.016646399453918,91299.4732681917,1.60432294821643,136.629408162597,0.915325590817673,44.3559617105212,0.150206884826926,1.52862938445476,1.37842249962784,0.0831117822675339,0.968507174576401,63.2701862542203,"UTC",100
2021-07-03 10:00:00,"20210703_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2280.63655819104,"NA ","aru01","2021","07","03","10","00","00","2021-07-03","10:00:00",2021-07-03 15:00:00,21.4993142204749,0.0174210875025899,91282.2498262794,1.98475036853851,133.459089673961,0.911324656827886,44.3,0.158777677252013,1.5398914412854,1.38111376403338,0.353239178187731,1.42326591312163,51.1462529845642,"UTC",100
2021-07-03 11:00:00,"20210703_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2353.83513534172,"NA ","aru01","2021","07","03","11","00","00","2021-07-03","11:00:00",2021-07-03 16:00:00,22.1420491000573,0.0182080894395752,91259.7486451939,2.40349226409221,131.199697975926,0.90667214166057,45.2158586724628,0.167101020000027,1.55337167114038,1.38627065114035,0.914000827518428,1.53337904331234,38.9337037648181,"UTC",100
2021-07-03 12:00:00,"20210703_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2502.45086502311,"NA ","aru01","2021","07","03","12","00","00","2021-07-03","12:00:00",2021-07-03 17:00:00,22.8014715351572,0.0189151465202524,91229.2414585594,2.83484064410313,130.111151935427,0.901737539292101,46.687770787502,0.174986949813545,1.56729367703005,1.39230672721651,1.63093557549398,1.25274215439837,26.9829103203255,"UTC",100
2021-07-04 05:00:00,"20210704_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2204.46905294342,"NA ","aru01","2021","07","04","05","00","00","2021-07-04","05:00:00",2021-07-04 10:00:00,19.3200000000001,0.0150422301573041,91040.522123472,2.28534940487266,185.063183900114,0.859271099734828,6.81657581470485,0.208930561258578,1.49483640854407,1.28590584728549,0,0,106.207668393618,"UTC",100
2021-07-04 06:00:00,"20210704_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2447.07838464057,"NA ","aru01","2021","07","04","06","00","00","2021-07-04","06:00:00",2021-07-04 11:00:00,19.3401565351216,0.0150427437261747,90968.5940012136,2.36877630134143,189.604417401747,0.859693398626626,6.4859557002039,0.208999155067801,1.49524853748106,1.28624938241326,0,0,96.9088637859255,"UTC",100
2021-07-04 07:00:00,"20210704_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2084.01550210098,"NA ","aru01","2021","07","04","07","00","00","2021-07-04","07:00:00",2021-07-04 12:00:00,20.9604776298775,0.015282,90925,2.48342181653573,190.057952463102,0.860052719865804,6.47856385899003,0.213932355510317,1.52865806663452,1.3147257111242,0,0.087236283805727,86.4181039597187,"UTC",92.0520788886683
2021-07-04 08:00:00,"20210704_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2119.70378971592,"NA ","aru01","2021","07","04","08","00","00","2021-07-04","08:00:00",2021-07-04 13:00:00,21.2119856461966,0.0157855716130574,90920.5186107987,2.6193964165386,186.430123984693,0.860231821981062,7.16482449355616,0.215149323959596,1.53389369387448,1.31874436991488,0.036816441201357,0.545013220431087,75.1243547308105,"UTC",93.5952004671155
2021-07-04 09:00:00,"20210704_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2168.48650387803,"NA ","aru01","2021","07","04","09","00","00","2021-07-04","09:00:00",2021-07-04 14:00:00,21.7161792528957,0.016474801150461,90946.5271238562,2.79972787364663,180.302426721927,0.860224471163913,8.91516180639518,0.217303021017791,1.54442995478924,1.32712693377145,0.248050193424769,1.13108682430326,63.3068301607486,"UTC",94.7013417534545
2021-07-04 10:00:00,"20210704_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2187.47875738693,"NA ","aru01","2021","07","04","10","00","00","2021-07-04","10:00:00",2021-07-04 15:00:00,22.4585768347244,0.017244973685034,90989.5525292388,3.04475116238496,173.489638148235,0.860052185521574,12.1,0.220339027519707,1.56004271222386,1.33970368470415,0.839898761445266,1.50330354608105,51.1834564068738,"UTC",94.7480158662872
2021-07-04 11:00:00,"20210704_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2304.6101216858,"NA ","aru01","2021","07","04","11","00","00","2021-07-04","11:00:00",2021-07-04 16:00:00,23.3444732663136,0.0179913742895993,91036.1218170128,3.34924584992522,167.413001658114,0.859736483161263,16.9815350222463,0.223888239400468,1.57882784159358,1.35493960219312,1.80771017544411,1.32909791718892,38.9707885352175,"UTC",93.6963118280458
2021-07-04 12:00:00,"20210704_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2408.57144759181,"NA ","aru01","2021","07","04","12","00","00","2021-07-04","12:00:00",2021-07-04 17:00:00,24.2354667728701,0.0186092880369803,91072.7619772444,3.68279415203735,162.908029807361,0.859298882190196,23.3890498025411,0.227117200369515,1.59789165837806,1.37077445800854,2.58927335597544,0.915644466649886,27.0184228719246,"UTC",91.8650720047188
2021-07-05 05:00:00,"20210705_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2179.11072096991,"NA ","aru01","2021","07","05","05","00","00","2021-07-05","05:00:00",2021-07-05 10:00:00,21.55,0.0175821056450986,90907.9760248363,2.70332755475849,164.975177015581,0.920396623874751,68.1844833623365,0.12359425547315,1.54095128749721,1.41735703202406,0,0,106.239237055453,"UTC",100
2021-07-05 06:00:00,"20210705_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2412.89450974062,"NA ","aru01","2021","07","05","06","00","00","2021-07-05","06:00:00",2021-07-05 11:00:00,21.5539436135519,0.0175262782725937,90870.7479598143,2.47962472859773,168.403624306983,0.921046476407953,65.1164785176021,0.125596733917407,1.5410337718998,1.4154370379824,0,0,96.9437655988841,"UTC",100
2021-07-05 07:00:00,"20210705_070000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2350.01904379351,"NA ","aru01","2021","07","05","07","00","00","2021-07-05","07:00:00",2021-07-05 12:00:00,23.3063123705977,0.017625999,90855,2.32739034611688,168.509575456469,0.920789825783972,63.655009112399,0.130322503869632,1.57801517411738,1.44769267024775,0,0.0643663138486209,86.4551116585063,"UTC",91.8377960342569
2021-07-05 08:00:00,"20210705_080000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2212.32248906261,"NA ","aru01","2021","07","05","08","00","00","2021-07-05","08:00:00",2021-07-05 13:00:00,23.717921392181,0.017921111973666,90868.3475169006,2.26394494249563,163.546464943811,0.919793535022194,63.9590937933295,0.131627057065232,1.58679730137778,1.45517024431255,0.00424459091845876,0.397663073486693,75.1626578941211,"UTC",91.0863377147352
2021-07-05 09:00:00,"20210705_090000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2292.55183193339,"NA ","aru01","2021","07","05","09","00","00","2021-07-05","09:00:00",2021-07-05 14:00:00,24.4506764379178,0.018366058698488,90904.5295006513,2.32273123381036,154.704878622209,0.918498389712401,66.1877512069957,0.131547049349508,1.60252208230608,1.47097503295658,0.0379763810342383,0.853909399411827,63.3458876783323,"UTC",89.346403158794
2021-07-05 10:00:00,"20210705_100000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2287.77554306767,"NA ","aru01","2021","07","05","10","00","00","2021-07-05","10:00:00",2021-07-05 15:00:00,25.4692502935975,0.0188939300189992,90953.8158460443,2.52780263666219,144.787367757579,0.917413656086974,70.5,0.129129955530947,1.62457426712778,1.49544431159683,0.164395889853508,1.28978731989134,51.2228667962224,"UTC",86.522496536397
2021-07-05 11:00:00,"20210705_110000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2361.91304347187,"NA ","aru01","2021","07","05","11","00","00","2021-07-05","11:00:00",2021-07-05 16:00:00,26.6494267461084,0.0194378167797328,91006.476447872,2.85873359551352,136.251145183659,0.917048600378295,76.8264608979545,0.123630256410171,1.65040890773223,1.52677865132206,0.409368493045301,1.52310882041976,39.0101267950625,"UTC",83.0396756221266
2021-07-05 12:00:00,"20210705_120000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2533.96700949284,"NA ","aru01","2021","07","05","12","00","00","2021-07-05","12:00:00",2021-07-05 17:00:00,27.8222179395454,0.019930809825222,91052.7812009264,3.25615669916305,130.106489049177,0.917912488818745,84.1841629425112,0.116028930403527,1.6763859081834,1.56035697777988,0.7757773399674,1.44196085372414,27.0567335906684,"UTC",79.5123649278218
2021-07-06 05:00:00,"20210706_050000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2205.39122722316,"NA ","aru01","2021","07","06","05","00","00","2021-07-06","05:00:00",2021-07-06 10:00:00,17.88,0.0140467558436697,91230.2711392178,0.827935037995473,185.27938401444,0.868748967329584,24.6440771730205,0.195078656785374,1.46561332166473,1.27053466487935,0,0,106.275507262858,"UTC",100
2021-07-06 06:00:00,"20210706_060000.WAV",48000,16,120,1,"acoustic_complexity",512,1,12000,5,2278.39231236679,"NA ","aru01","2021","07","06","06","00","00","2021-07-06","06:00:00",2021-07-06 11:00:00,17.8914035738383,0.0137853425968116,91164.1490916459,0.704993937091377,199.233449660705,0.867905310649616,25.3509202701575,0.195939785412331,1.46584304660143,1.2699032611891,0,0,96.9825859051565,"UTC",100
